"url","locale","role","audience","primary_topic","reference_owner","h1","title","scope","intro_status"
"/es/shipping-from-china-to-uae/","es","freight-destination","importers with a defined destination","Envíos de China a EAU | Transporte y entrega","/shipping-from-china-to-uae/","De China a EAU. Planificar más allá del puerto.","Envíos de China a EAU | Transporte y entrega | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-uae/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى الإمارات","/shipping-from-china-to-uae/","الشحن من الصين إلى دبي وجبل علي","الشحن من الصين إلى الإمارات | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-kuwait/","en","freight-destination","importers with a defined destination","shipping from China to kuwait","/shipping-from-china-to-kuwait/","Freight Forwarding from China to Kuwait | KUCAS & Customs Documentation Support","Shipping from China to Kuwait | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-kuwait/","zh-cn","freight-destination","importers with a defined destination","中国至科威特国际货运","/shipping-from-china-to-kuwait/","中国至科威特海运与空运：KUCAS 文件支持与目的地交付协调","中国至科威特国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-kuwait/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Кувейт","/shipping-from-china-to-kuwait/","Доставка из Китая в Кувейт | Поддержка по документам KUCAS","Доставка из Китая в Кувейт | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-kuwait/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Koweït","/shipping-from-china-to-kuwait/","Transport de fret sécurisé de Chine vers le Koweït | Conformité KUCAS","Expédition de Chine vers le Koweït | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-kuwait/","es","freight-destination","importers with a defined destination","Envíos de China a Kuwait","/shipping-from-china-to-kuwait/","Envíos de China a Kuwait con revisión KUCAS/TABEK","Envíos de China a Kuwait | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-kuwait/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى الكويت","/shipping-from-china-to-kuwait/","الشحن من الصين إلى الكويت مع مراجعة KUCAS/TABEK","الشحن من الصين إلى الكويت | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-qatar/","en","freight-destination","importers with a defined destination","shipping from China to qatar","/shipping-from-china-to-qatar/","Shipping from China to Qatar | Freight and Document Planning","Shipping from China to Qatar | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-qatar/","zh-cn","freight-destination","importers with a defined destination","中国至卡塔尔国际货运","/shipping-from-china-to-qatar/","中国到卡塔尔海运与空运：文件与目的地操作协调支持","中国至卡塔尔国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-qatar/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Катар","/shipping-from-china-to-qatar/","Доставка грузов из Китая в Катар","Доставка из Китая в Катар | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-qatar/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Qatar","/shipping-from-china-to-qatar/","Fret maritime et aérien de Chine vers Qatar","Expédition de Chine vers le Qatar | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-qatar/","es","freight-destination","importers with a defined destination","Envíos de China a Catar","/shipping-from-china-to-qatar/","Envíos desde China a Qatar | Planificación de carga y documentos","Envíos de China a Catar | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-qatar/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى قطر","/shipping-from-china-to-qatar/","الشحن من الصين إلى قطر | تخطيط الشحن والمستندات","الشحن من الصين إلى قطر | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-oman/","en","freight-destination","importers with a defined destination","shipping from China to oman","/shipping-from-china-to-oman/","Shipping from China to Oman | Freight and Document Planning","Shipping from China to Oman | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-oman/","zh-cn","freight-destination","importers with a defined destination","中国至阿曼国际货运","/shipping-from-china-to-oman/","中国到阿曼海运与空运：文件与目的地操作协调支持","中国至阿曼国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-oman/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Оман","/shipping-from-china-to-oman/","Доставка грузов из Китая в Оман","Доставка из Китая в Оман | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-oman/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers Oman","/shipping-from-china-to-oman/","Fret maritime et aérien de Chine vers Oman","Expédition de Chine vers Oman | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-oman/","es","freight-destination","importers with a defined destination","Envíos de China a Omán","/shipping-from-china-to-oman/","Envíos desde China a Omán | Planificación de carga y documentos","Envíos de China a Omán | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-oman/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى عُمان","/shipping-from-china-to-oman/","الشحن من الصين إلى عُمان | تخطيط الشحن والمستندات","الشحن من الصين إلى عُمان | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-bahrain/","en","freight-destination","importers with a defined destination","shipping from China to bahrain","/shipping-from-china-to-bahrain/","Shipping from China to Bahrain | Freight and Document Planning","Shipping from China to Bahrain | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-bahrain/","zh-cn","freight-destination","importers with a defined destination","中国至巴林国际货运","/shipping-from-china-to-bahrain/","中国到巴林海运与空运：文件与目的地操作协调支持","中国至巴林国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-bahrain/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Бахрейн","/shipping-from-china-to-bahrain/","Доставка грузов из Китая в Бахрейн","Доставка из Китая в Бахрейн | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-bahrain/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers Bahreïn","/shipping-from-china-to-bahrain/","Fret maritime et aérien de Chine vers Bahreïn","Expédition de Chine vers Bahreïn | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-bahrain/","es","freight-destination","importers with a defined destination","Envíos de China a Baréin","/shipping-from-china-to-bahrain/","Envíos desde China a Baréin | Planificación de carga y documentos","Envíos de China a Baréin | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-bahrain/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى البحرين","/shipping-from-china-to-bahrain/","الشحن من الصين إلى البحرين | تخطيط الشحن والمستندات","الشحن من الصين إلى البحرين | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-kazakhstan/","en","freight-destination","importers with a defined destination","shipping from China to kazakhstan","/shipping-from-china-to-kazakhstan/","China to Kazakhstan Freight: Rail, Trucking & Customs Support","Shipping from China to Kazakhstan | DDNZ Global China to Central Asia border gateways and destinations","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-kazakhstan/","zh-cn","freight-destination","importers with a defined destination","中国至哈萨克斯坦国际货运","/shipping-from-china-to-kazakhstan/","中国到哈萨克斯坦货运：铁路、卡航与 EAEU 清关服务","中国至哈萨克斯坦国际货运 | 华正邦泰 中国至中亚主要跨境运输口岸与城市","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-kazakhstan/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Казахстан","/shipping-from-china-to-kazakhstan/","Доставка из Китая в Казахстан: железная дорога, авто и таможня","Доставка из Китая в Казахстан | DDNZ Global Пограничные переходы и пункты назначения Центральной Азии","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-kazakhstan/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Kazakhstan","/shipping-from-china-to-kazakhstan/","Fret de Chine vers Kazakhstan","Expédition de Chine vers le Kazakhstan | DDNZ Global Passages et destinations entre Chine et Asie centrale","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-kazakhstan/","es","freight-destination","importers with a defined destination","Envíos de China a Kazajistán","/shipping-from-china-to-kazakhstan/","Transporte de China a Kazajistán","Envíos de China a Kazajistán | DDNZ Global Pasos fronterizos y destinos de Asia Central","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-kazakhstan/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى كازاخستان","/shipping-from-china-to-kazakhstan/","الشحن من الصين إلى كازاخستان","الشحن من الصين إلى كازاخستان | DDNZ Global معابر ووجهات الصين وآسيا الوسطى","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-uzbekistan/","en","freight-destination","importers with a defined destination","shipping from China to uzbekistan","/shipping-from-china-to-uzbekistan/","Rail, multimodal and trucking from China to Uzbekistan","Shipping from China to Uzbekistan | DDNZ Global Cross-border road route from Jiaozhou to Tashkent","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-uzbekistan/","zh-cn","freight-destination","importers with a defined destination","中国至乌兹别克斯坦国际货运","/shipping-from-china-to-uzbekistan/","中国到乌兹别克斯坦的铁路、卡航与多式联运","中国至乌兹别克斯坦国际货运 | 华正邦泰 胶州至塔什干跨境汽运节点图","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-uzbekistan/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Узбекистан","/shipping-from-china-to-uzbekistan/","Доставка из Китая в Узбекистан","Доставка из Китая в Узбекистан | DDNZ Global Автомаршрут Цзяочжоу — Ташкент","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-uzbekistan/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers l’Ouzbékistan","/shipping-from-china-to-uzbekistan/","Fret de Chine vers Ouzbékistan","Expédition de Chine vers l’Ouzbékistan | DDNZ Global Route routière de Jiaozhou à Tachkent","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-uzbekistan/","es","freight-destination","importers with a defined destination","Envíos de China a Uzbekistán","/shipping-from-china-to-uzbekistan/","Transporte de China a Uzbekistán","Envíos de China a Uzbekistán | DDNZ Global Ruta por carretera de Jiaozhou a Taskent","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-uzbekistan/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى أوزبكستان","/shipping-from-china-to-uzbekistan/","الشحن من الصين إلى أوزبكستان","الشحن من الصين إلى أوزبكستان | DDNZ Global المسار البري من جياوجو إلى طشقند","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-kyrgyzstan/","en","freight-destination","importers with a defined destination","shipping from China to kyrgyzstan","/shipping-from-china-to-kyrgyzstan/","Freight from China to Kyrgyzstan","Shipping from China to Kyrgyzstan | DDNZ Global China to Central Asia border gateways and destinations","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-kyrgyzstan/","zh-cn","freight-destination","importers with a defined destination","中国至吉尔吉斯斯坦国际货运","/shipping-from-china-to-kyrgyzstan/","中国到吉尔吉斯斯坦货运","中国至吉尔吉斯斯坦国际货运 | 华正邦泰 中国至中亚主要跨境运输口岸与城市","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-kyrgyzstan/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Кыргызстан","/shipping-from-china-to-kyrgyzstan/","Китай - Кыргызстан: грузоперевозки","Доставка из Китая в Кыргызстан | DDNZ Global Пограничные переходы и пункты назначения Центральной Азии","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-kyrgyzstan/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Kirghizistan","/shipping-from-china-to-kyrgyzstan/","Fret de Chine vers Kirghizistan","Expédition de Chine vers le Kirghizistan | DDNZ Global Passages et destinations entre Chine et Asie centrale","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-kyrgyzstan/","es","freight-destination","importers with a defined destination","Envíos de China a Kirguistán","/shipping-from-china-to-kyrgyzstan/","Transporte de China a Kirguistán","Envíos de China a Kirguistán | DDNZ Global Pasos fronterizos y destinos de Asia Central","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-kyrgyzstan/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى قيرغيزستان","/shipping-from-china-to-kyrgyzstan/","الشحن من الصين إلى قيرغيزستان","الشحن من الصين إلى قيرغيزستان | DDNZ Global معابر ووجهات الصين وآسيا الوسطى","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-tajikistan/","en","freight-destination","importers with a defined destination","shipping from China to tajikistan","/shipping-from-china-to-tajikistan/","Freight from China to Tajikistan","Shipping from China to Tajikistan | DDNZ Global China to Central Asia border gateways and destinations","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-tajikistan/","zh-cn","freight-destination","importers with a defined destination","中国至塔吉克斯坦国际货运","/shipping-from-china-to-tajikistan/","中国到塔吉克斯坦货运","中国至塔吉克斯坦国际货运 | 华正邦泰 中国至中亚主要跨境运输口岸与城市","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-tajikistan/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Таджикистан","/shipping-from-china-to-tajikistan/","Китай - Таджикистан: грузоперевозки","Доставка из Китая в Таджикистан | DDNZ Global Пограничные переходы и пункты назначения Центральной Азии","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-tajikistan/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Tadjikistan","/shipping-from-china-to-tajikistan/","Fret de Chine vers Tadjikistan","Expédition de Chine vers le Tadjikistan | DDNZ Global Passages et destinations entre Chine et Asie centrale","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-tajikistan/","es","freight-destination","importers with a defined destination","Envíos de China a Tayikistán","/shipping-from-china-to-tajikistan/","Transporte de China a Tayikistán","Envíos de China a Tayikistán | DDNZ Global Pasos fronterizos y destinos de Asia Central","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-tajikistan/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى طاجيكستان","/shipping-from-china-to-tajikistan/","الشحن من الصين إلى طاجيكستان","الشحن من الصين إلى طاجيكستان | DDNZ Global معابر ووجهات الصين وآسيا الوسطى","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-turkmenistan/","en","freight-destination","importers with a defined destination","shipping from China to turkmenistan","/shipping-from-china-to-turkmenistan/","Freight from China to Turkmenistan","Shipping from China to Turkmenistan | DDNZ Global China to Central Asia border gateways and destinations","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-turkmenistan/","zh-cn","freight-destination","importers with a defined destination","中国至土库曼斯坦国际货运","/shipping-from-china-to-turkmenistan/","中国到土库曼斯坦货运","中国至土库曼斯坦国际货运 | 华正邦泰 中国至中亚主要跨境运输口岸与城市","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-turkmenistan/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Туркменистан","/shipping-from-china-to-turkmenistan/","Китай - Туркменистан: грузоперевозки","Доставка из Китая в Туркменистан | DDNZ Global Пограничные переходы и пункты назначения Центральной Азии","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-turkmenistan/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Turkménistan","/shipping-from-china-to-turkmenistan/","Fret de Chine vers Turkménistan","Expédition de Chine vers le Turkménistan | DDNZ Global Passages et destinations entre Chine et Asie centrale","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-turkmenistan/","es","freight-destination","importers with a defined destination","Envíos de China a Turkmenistán","/shipping-from-china-to-turkmenistan/","Transporte de China a Turkmenistán","Envíos de China a Turkmenistán | DDNZ Global Pasos fronterizos y destinos de Asia Central","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-turkmenistan/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى تركمانستان","/shipping-from-china-to-turkmenistan/","الشحن من الصين إلى تركمانستان","الشحن من الصين إلى تركمانستان | DDNZ Global معابر ووجهات الصين وآسيا الوسطى","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-russia/","en","freight-destination","importers with a defined destination","shipping from China to russia","/shipping-from-china-to-russia/","Freight from China to Russia","Shipping from China to Russia | DDNZ Global China to Central Asia border gateways and destinations","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-russia/","zh-cn","freight-destination","importers with a defined destination","中国至俄罗斯国际货运","/shipping-from-china-to-russia/","中国到俄罗斯货运","中国至俄罗斯国际货运 | 华正邦泰 中国至中亚主要跨境运输口岸与城市","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-russia/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Россию","/shipping-from-china-to-russia/","Китай - Россия: грузоперевозки","Доставка из Китая в Россию | DDNZ Global Пограничные переходы и пункты назначения Центральной Азии","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-russia/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers la Russie","/shipping-from-china-to-russia/","Fret de Chine vers Russie","Expédition de Chine vers la Russie | DDNZ Global Passages et destinations entre Chine et Asie centrale","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-russia/","es","freight-destination","importers with a defined destination","Envíos de China a Rusia","/shipping-from-china-to-russia/","Transporte de China a Rusia","Envíos de China a Rusia | DDNZ Global Pasos fronterizos y destinos de Asia Central","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-russia/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى روسيا","/shipping-from-china-to-russia/","الشحن من الصين إلى روسيا","الشحن من الصين إلى روسيا | DDNZ Global معابر ووجهات الصين وآسيا الوسطى","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-nigeria/","en","freight-destination","importers with a defined destination","shipping from China to nigeria","/shipping-from-china-to-nigeria/","China to Nigeria. Several suppliers. One shipment plan.","Shipping from China to Nigeria | Lagos Wholesale Markets & Freight | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-nigeria/","zh-cn","freight-destination","importers with a defined destination","中国到尼日利亚货运｜拉各斯批发市场与集货海运","/shipping-from-china-to-nigeria/","中国到尼日利亚。 几家工厂的货， 一起安排。","中国到尼日利亚货运｜拉各斯批发市场与集货海运 | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-nigeria/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Нигерию","/shipping-from-china-to-nigeria/","Доставка грузов из Китая — Нигерия","Доставка из Китая в Нигерию | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-nigeria/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Nigeria","/shipping-from-china-to-nigeria/","Fret maritime et aérien de Chine vers le Nigeria","Expédition de Chine vers le Nigeria | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-nigeria/","es","freight-destination","importers with a defined destination","Envíos de China a Nigeria | Mercados mayoristas de Lagos","/shipping-from-china-to-nigeria/","De China a Nigeria. Varios proveedores. Un plan de envío.","Envíos de China a Nigeria | Mercados mayoristas de Lagos | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-nigeria/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى نيجيريا","/shipping-from-china-to-nigeria/","شحن البضائع من الصين إلى نيجيريا","الشحن من الصين إلى نيجيريا | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-ghana/","en","freight-destination","importers with a defined destination","shipping from China to ghana","/shipping-from-china-to-ghana/","China to Ghana. To Tema port, or your receiving address?","Shipping from China to Ghana | Tema & Accra Delivery | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-ghana/","zh-cn","freight-destination","importers with a defined destination","中国到加纳货运｜特马海运与阿克拉收货安排","/shipping-from-china-to-ghana/","中国到加纳。 到特马港， 还是送到收货点？","中国到加纳货运｜特马海运与阿克拉收货安排 | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-ghana/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Гану","/shipping-from-china-to-ghana/","Доставка грузов из Китая — Гана","Доставка из Китая в Гану | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-ghana/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Ghana","/shipping-from-china-to-ghana/","Fret maritime et aérien de Chine vers le Ghana","Expédition de Chine vers le Ghana | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-ghana/","es","freight-destination","importers with a defined destination","Envíos de China a Ghana | Tema y entrega en Acra","/shipping-from-china-to-ghana/","De China a Ghana. ¿Hasta Tema o hasta tu dirección?","Envíos de China a Ghana | Tema y entrega en Acra | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-ghana/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى غانا","/shipping-from-china-to-ghana/","شحن البضائع من الصين إلى غانا","الشحن من الصين إلى غانا | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-mexico/","en","freight-destination","importers with a defined destination","shipping from China to mexico","/shipping-from-china-to-mexico/","China to Mexico. Beyond the port, where next?","Shipping from China to Mexico | Sea Freight & Delivery | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-mexico/","zh-cn","freight-destination","importers with a defined destination","中国到墨西哥货运｜海运、进口准备与内陆交付","/shipping-from-china-to-mexico/","中国到墨西哥。 到港之后， 还要走多远？","中国到墨西哥货运｜海运、进口准备与内陆交付 | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-mexico/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Мексику","/shipping-from-china-to-mexico/","Доставка грузов из Китая — Мексика","Доставка из Китая в Мексику | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-mexico/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Mexique","/shipping-from-china-to-mexico/","Transport de marchandises de Chine vers le Mexique","Expédition de Chine vers le Mexique | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-mexico/","es","freight-destination","importers with a defined destination","Envíos de China a México | Transporte marítimo y entrega","/shipping-from-china-to-mexico/","De China a México. Después del puerto, ¿hasta dónde?","Envíos de China a México | Transporte marítimo y entrega | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-mexico/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى المكسيك","/shipping-from-china-to-mexico/","شحن البضائع من الصين إلى المكسيك","الشحن من الصين إلى المكسيك | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-brazil/","en","freight-destination","importers with a defined destination","shipping from China to brazil","/shipping-from-china-to-brazil/","Shipping from China to Brazil","Shipping from China to Brazil | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-brazil/","zh-cn","freight-destination","importers with a defined destination","中国至巴西国际货运","/shipping-from-china-to-brazil/","中国至巴西国际货运","中国至巴西国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-brazil/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Бразилию","/shipping-from-china-to-brazil/","Доставка грузов из Китая — Бразилия","Доставка из Китая в Бразилию | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-brazil/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers le Brésil","/shipping-from-china-to-brazil/","Transport de marchandises de Chine vers le Brésil","Expédition de Chine vers le Brésil | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-brazil/","es","freight-destination","importers with a defined destination","Envíos de China a Brasil","/shipping-from-china-to-brazil/","Envíos de China a Brasil","Envíos de China a Brasil | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-brazil/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى البرازيل","/shipping-from-china-to-brazil/","شحن البضائع من الصين إلى البرازيل","الشحن من الصين إلى البرازيل | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-argentina/","en","freight-destination","importers with a defined destination","shipping from China to argentina","/shipping-from-china-to-argentina/","Logistics to Argentina | CUIT & Import Documentation Support","Shipping from China to Argentina | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-argentina/","zh-cn","freight-destination","importers with a defined destination","中国至阿根廷国际货运","/shipping-from-china-to-argentina/","中国到阿根廷（布宜诺斯艾利斯）项目货运：CUIT 与进口文件协调支持","中国至阿根廷国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-argentina/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Аргентину","/shipping-from-china-to-argentina/","Доставка грузов из Китая — Аргентина","Доставка из Китая в Аргентину | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/fr/shipping-from-china-to-argentina/","fr","freight-destination","importers with a defined destination","Expédition de Chine vers l’Argentine","/shipping-from-china-to-argentina/","Transport de marchandises de Chine vers l’Argentine","Expédition de Chine vers l’Argentine | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/es/shipping-from-china-to-argentina/","es","freight-destination","importers with a defined destination","Envíos de China a Argentina","/shipping-from-china-to-argentina/","Envíos de carga desde China a Argentina","Envíos de China a Argentina | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/ar/shipping-from-china-to-argentina/","ar","freight-destination","importers with a defined destination","الشحن من الصين إلى الأرجنتين","/shipping-from-china-to-argentina/","شحن البضائع من الصين إلى الأرجنتين","الشحن من الصين إلى الأرجنتين | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/shipping-from-china-to-peru/","en","freight-destination","importers with a defined destination","shipping from China to peru","/shipping-from-china-to-peru/","Shipping from China to Peru | Callao and Lima Freight Planning","Shipping from China to Peru | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
"/zh-cn/shipping-from-china-to-peru/","zh-cn","freight-destination","importers with a defined destination","中国至秘鲁国际货运","/shipping-from-china-to-peru/","中国到秘鲁（Callao / 利马）海运与空运：进口文件与路线协调支持","中国至秘鲁国际货运 | 华正邦泰","Existing published-content candidate; no search-volume estimate","pass"
"/ru/shipping-from-china-to-peru/","ru","freight-destination","importers with a defined destination","Доставка из Китая в Перу","/shipping-from-china-to-peru/","Доставка грузов из Китая — Перу","Доставка из Китая в Перу | DDNZ Global","Existing published-content candidate; no search-volume estimate","pass"
